1,7071067811865475, 0,7071067811865476
3,3499311277197723, 1,3696681078276405
4,939186778708562, 1,9134415556808546
6,483115071928983, 2,281317567636633
7,988191344205089, 2,4284243488231803
9,459595864996121, 2,3188644633430613
10,901537603237713, 1,9234712445296087
12,317482768641565, 1,2182250845396858
13,710319869300758, 0,18310964350401138
15,082481333083152, -1,1987309437304936
